"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"11" -6.79909628649211 -9.58382594261092 12.5334613046092 19.1556057414785 22.7653440586715 -29.5512165133687 -36.2887167458755 33.6089733387933 -24.162815277262 -14.2553531719929 9.33240904851584 5.80580139593799 3.65824194148935 3.28259297375956 4.25298825630209 -4.97060193004851 -5.73162654202923 -5.57695416714238 4.74806486112267 1.73545911826807 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 1 -1 -1 1
"12" -5.41476252892661 -10.1311260190339 12.6862732719311 16.4029191848274 18.7081932523657 -28.175442215147 -34.7568802900511 33.8273565467266 -27.142979680205 -15.9529744484021 10.7166308014763 7.78843453937261 4.44342211306584 3.39967938934313 4.14323183878937 -4.89068353183233 -4.60278595633637 -3.11713195222084 1.90762845007913 -0.259596814772688 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 -1
"13" -6.3342892743936 -11.7209250254775 12.9448177307707 17.0604555207338 21.0178342503849 -32.2363368095078 -39.7648488724411 35.6920683096097 -25.0611006332963 -15.8261571223091 9.18004043539813 6.16714612558201 4.29190096847375 0.353612986823269 2.52202682960738 -1.60242622178296 -2.56685838755346 -3.85100771071375 3.24689093200169 0.283716416891326 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 -1 -1 1 -1
"14" -5.72642504910438 -12.1218979363533 15.1108636300355 20.0991236647741 22.6434402009655 -34.7941046377419 -41.436239238645 39.1194669912776 -28.4145373522232 -16.379201254524 10.424740544909 7.07375907328007 4.3321332730204 3.99759030205336 4.82861263497156 -4.65689576555528 -3.08084572463879 -1.36535951462925 0.508362744082669 -0.057439697427881 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 1
"15" -5.12516122483567 -9.83787702648431 12.5480612132224 15.2984452065418 19.0153397111616 -29.3732240280299 -36.1517244089182 33.6151348344391 -24.9344963630243 -13.4393865257902 9.20943922790997 7.26425773761036 4.51183755732006 4.12632205038873 5.86521016161824 -4.37476767005276 -3.99194334853647 -2.82109824345238 2.88687744790172 2.94310735364084 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 1
"16" -7.50391670949221 -11.2069846151665 12.217883409265 16.7294047845855 19.1310668570971 -27.3093679619713 -35.2605418889698 32.168845964203 -24.0282453956393 -12.6415070064976 7.27693764824737 5.10116215631948 3.32664831433691 0.800021607952372 1.3509012799804 -3.77191329035918 -4.55335510983314 -4.85625286940691 3.19292015150981 1.57555203488535 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 1 -1 1 -1
"17" -6.64539178148816 -9.56392613471879 12.4223972508334 17.1569839256052 20.9975282987079 -31.0754389434545 -36.7965472920159 33.4611182729951 -24.9533347864155 -14.4045293706235 7.8312232874341 5.32474380385587 5.11780179401531 5.79916020810089 3.8057999296801 0.481023135452687 0.165083213119534 -0.416729448722571 0.695251946839831 0.0762050572997211 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 -1 -1 -1 1
"18" -2.87973381587773 -5.48990100069873 9.77486528507786 16.6681846475759 19.9622634090308 -28.6979410286944 -32.944779163358 31.0199138735496 -23.1902048750304 -12.7420380226359 6.99577280689124 6.38612985992562 3.99137642750625 4.03854118799353 2.32899648002488 -2.06122211213718 -2.77471806417303 -3.27109623540638 1.59542431150604 0.298540577853357 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1
"19" -5.29175224929636 -8.84506899730436 8.84104644694483 11.3331193056838 13.4701959152456 -23.0429756537484 -27.2073319931983 25.1513051785785 -18.7143087619696 -12.6243261189021 9.10516093453908 6.41938767423318 3.49655919132929 3.74909435591187 4.92822683908677 -3.8838396433644 -3.11683577488168 -3.88689385022225 3.61111494155386 1.12707379798775 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 -1
"20" -4.73085646612155 -10.4143328648206 12.6289003312791 17.0568806281504 20.096968296396 -29.5402144603506 -36.7001782088752 30.8266066948641 -25.0137699690641 -15.8480734543369 10.3405943289612 6.49834214895407 4.65628399909886 3.98661362643116 4.48273944695784 -1.89027556455406 -1.65206409149497 0.853549368087679 1.50062905529745 0.861064941403066 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1
"21" -6.94054434216595 -8.93110594110142 11.2319152639852 13.1388051644516 15.4159176773561 -22.9393057265945 -32.715471712695 31.6179699578943 -24.3057141456199 -12.4509419945091 8.80390659405076 7.15433347785459 3.68799810659588 1.13186163973985 -0.460316940995633 -0.316511295054892 -0.340065090794205 0.0262691252193821 2.22484454145458 0.720857731814211 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 1 1 -1
"22" -5.53423108458165 -8.17265344977877 10.1783855444262 15.3193145352204 20.2422341708838 -33.3090521409904 -39.8833067266252 38.0644814340223 -28.8393935178574 -15.8290576533531 10.8966589637336 6.74366749111051 5.25055507892054 3.72982867601263 3.07876348760891 -2.32070917758646 -0.335831746085202 -0.107577595314076 1.76514679710785 -1.51177028953605 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 -1 -1 -1 1
"23" -5.30923620481438 -9.43091066485282 14.0866435260612 16.5505758410725 18.0294773394712 -26.6023378631654 -33.3901593477314 31.8722392278668 -21.7255602290939 -12.0324279591282 7.49684007488236 5.92860994229813 5.12884747489021 3.81657587927987 2.67409035170148 -4.72728070744588 -5.28082975170981 -4.38366849555501 2.27691417159793 0.383942997351611 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1
"24" -6.63909153119834 -11.8180992777033 13.1504041740607 15.8917482700185 19.1529302291746 -28.0808198895266 -34.9027596487876 32.7342671871206 -25.5106787454752 -14.6217996963777 7.78170082994098 4.51686319211134 3.42958092106466 4.28561692662801 3.62981605552383 -2.54778462371556 0.902333248907526 0.0998294670633546 0.434899583127823 0.699210703087968 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 -1 -1 -1 1
"25" -6.36136133288899 -9.54887652667503 12.7823248873675 17.0909043929503 21.1668371848961 -33.7102851836438 -41.6870189130146 37.1648018290231 -25.158193880938 -12.7436149630403 9.39123823067229 6.47291977633864 2.32433925856194 1.63895003975193 -0.620191883263684 1.39321608618802 4.09302431416796 1.02741183192796 -0.978030396138024 0.533757188719932 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 -1 1 1 -1
"26" -6.45774765822379 -10.3839678644621 12.0817232230028 16.2886625328088 20.196718697131 -28.0932489371573 -37.6056012830645 36.263617959512 -26.0994322709702 -14.3621310684111 9.01348854342297 5.21197916898831 5.22517852401199 5.10943454523028 4.91234908354804 -4.81349890173417 -2.64133907892738 -2.93773707309131 2.62836230634452 1.04543614414185 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 1
"27" -6.82719146971432 -12.6289373986964 13.2316349900324 16.6878954308665 19.4240594421251 -30.1733282197493 -36.5105739597528 33.6306742709814 -26.4773765724241 -14.3342682274973 9.79236542465302 4.65224287534907 2.53282309449688 3.85514176178984 3.2390570846128 -2.61759632189821 -4.01481366592791 -4.54335582143984 3.53030427007818 2.54368195784382 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1
"28" -6.81821213114784 -10.1951515072759 13.4847107544575 15.9796582127083 19.1050170559378 -28.8568752319632 -35.4803850255184 31.2481983001865 -25.0101965529334 -14.6823458741208 8.3386840739839 7.49287882736163 3.23635852084772 2.44104757874639 2.40081422874046 -2.04833627769274 -2.14644335415719 -1.69890185697926 -1.1607262778136 0.791188992008936 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 1 -1 -1 1
"29" -6.59702171472337 -8.37784303848142 14.1875744093314 16.3665568713753 19.8128318704435 -28.5206084690934 -38.3565269375095 36.0370914647198 -28.2602368605475 -16.8629368768106 10.4653373633579 6.46157088776944 5.49735904343768 2.90050650460518 3.13526574672983 -3.76173599156132 -4.01843366258536 -3.97630833319444 3.46371755899193 1.3778740322886 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1
"30" -6.14716054604285 -11.6744127748548 12.6508772806527 18.1106921477983 20.9661260406336 -31.1841863675675 -39.9131308729811 36.9044335418207 -25.876334714712 -14.2264220806131 9.41524297298635 5.66437057826785 3.52608222846594 3.29452452781962 4.49364122485245 -6.46659023392657 -5.86737927892783 -4.86554107916382 2.26883665569436 1.83187885826224 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1
"31" -5.50543905417293 -9.33323598574272 12.537348944836 18.1559688686343 21.8461641741259 -31.1507738617575 -35.5250639918825 33.4515925393114 -23.6366294380287 -12.8224864855184 8.30084436532539 4.48536517532539 2.42574527167292 1.16931493546461 -0.601999046785802 -1.78282304413105 -2.60194094325024 -3.43246064931132 2.35076645390364 1.80890274992239 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 -1 1 1 -1 1
"32" -6.68570766637572 -7.47153408105179 11.0449683491752 14.0652555307778 17.3284907855612 -25.7807853445825 -33.5520596322141 32.0276498129593 -25.3683817652596 -14.203955234026 12.5034195831553 7.34243732399417 4.05185203786711 3.18636721782432 4.44165497556887 -5.59006632224018 -4.54063437419579 -4.00582527717754 1.48416841654679 2.55122059117145 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 1
"33" -3.14277859671154 -6.89027280236697 8.16271291196283 15.2545069653703 18.4110609233111 -26.7710208938977 -34.2667373725994 30.7436307060297 -20.0804216734965 -12.6567095606724 10.073523627092 6.89996390881496 4.36474114493825 2.54875322400002 0.115046292682785 0.680874390346253 0.035431939249476 1.4818387408999 -1.29692181791831 0.368203194480925 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 -1 -1 -1 1
"34" -5.66808343302787 -9.32600598981723 13.1554312413266 17.0121875097784 21.6894269766749 -30.6024041767369 -36.9123165960265 34.2624130147692 -26.6896088718642 -16.7079245938679 10.6553321368327 7.14381413342302 5.67758865540419 6.27818094622368 5.63617887710114 -5.90154138878312 -7.81823407880452 -8.07097153244344 5.5053324409183 1.01567976443433 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 1 -1 1 1
"35" -6.23187354474528 -11.2980470804947 16.1609045280984 20.3944639076171 23.3199589636933 -33.2443309579415 -39.7604223014034 36.2000598062964 -26.8250446354107 -17.3492177961149 13.4221369216089 10.2892108989916 6.7113371692513 6.55114477422812 6.93375201160186 -4.6826272741036 -4.44208467236155 -4.93701642415886 2.68466075513271 1.9952529216138 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 -1
"36" -8.08984228141145 -9.90520816539583 13.2630247039596 16.6654784454667 21.9877571638784 -30.098276931464 -36.2526803791301 32.3007600280448 -22.6816585128945 -13.5094946822553 7.76988833580658 4.24618740041625 2.51980073715907 2.9925325036374 3.2377493964963 -4.54124346216657 -3.91831202720998 -2.15019944505638 3.53996707102048 2.43958007000132 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 -1
"37" -6.95973225431105 -10.8955344248066 12.9882478119943 17.1290575159815 22.3652421417239 -30.9399532817643 -40.0305417641955 36.4695577956576 -26.4651301983993 -14.0986872956941 8.86068869089 8.08594987350455 3.37194251763639 5.27438277009916 4.61949843022722 -6.31834084112458 -7.20166130331968 -6.3930427689464 5.93965585030699 3.06107995643841 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1
"38" -5.36557047625707 -11.0838164845152 12.3287334282971 15.0040714928745 17.4911868727013 -31.1142661791521 -37.4339984796494 33.8738214960176 -24.4189274534703 -15.6759321307969 9.35391522878677 7.30227932758452 3.16823968658469 2.68572990631456 -0.0324930674476465 1.59676131257427 -1.44818842015757 -1.62913411056684 -1.93367233983319 0.278850676943792 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 -1 -1 -1 1
"39" -5.57579046963354 -10.0581256425583 12.1204653088509 15.706192566629 18.3590269021911 -29.5314181371231 -38.0805262480553 38.1383957535798 -27.6540237956187 -16.7386100053182 10.43463964005 6.29042786759239 4.61144578804788 4.4240358238226 1.7980251125496 -2.36534629562008 -0.362194606552839 -2.06796651880248 -0.395818399638622 -0.175523631999284 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 -1 -1 -1 1
"40" -6.91614623266265 -9.97088749779171 14.3278628163984 17.6891252541487 21.4280446467829 -32.9310733603814 -41.7906142780556 39.7177656098877 -28.5293455257606 -14.4936281661392 8.07406651859058 6.082557130959 3.51467802529446 2.95510979692458 5.42600767203167 -2.90787299545111 -4.37380175388336 -3.62477490542121 4.24015752148724 2.75364134748239 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 -1 -1 1 -1 -1 1
"41" -4.45181015403573 -8.16721979319368 11.4285132996886 16.5055695089874 20.154765466827 -28.2813146242014 -35.4153238651973 32.7072415176424 -22.4460478659258 -11.8647494447617 8.56417562723543 5.35502621576987 3.25060518955598 0.125055632861849 1.69198121368086 -2.76910972871264 -2.37819313718626 0.678454054558053 -2.2809622411833 -1.01386347678774 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 1 -1 -1 -1
"42" -5.93404101545939 -7.36850551917205 10.9504486245407 15.0227041987676 18.3013257476619 -26.8002197844812 -33.1127284384189 31.5016391997654 -22.2856336896501 -12.826559516194 9.73823895180736 5.96985507657256 4.55442633990109 5.90271552666847 5.59456205473627 -4.78674931422378 -4.78537684645635 -4.4352861264551 2.50306438269984 -0.330992062454649 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 -1 -1 1 -1
"43" -6.07233958555106 -9.69972532442566 11.6298744807432 15.6272557223566 18.7108322251329 -26.4198750430597 -33.8759322900995 29.5409113188446 -23.0551085334116 -13.9103283989866 10.5193720080111 7.14966471801685 3.15131661870375 1.51956837761506 1.97923518819105 -2.01291790870415 -2.56164010217271 -1.57198999316713 1.95555177121546 0.645494950465031 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 -1 -1 1 1 -1 1
"44" -6.21841211194406 -9.43385674337022 11.3424028268504 13.8655857826586 17.176063798824 -24.6807133889911 -30.9191416839365 29.4591182915772 -22.0877822344934 -13.4838814224745 9.28413713957403 5.76708558034198 3.71213248024176 4.33492377164195 4.05507658255762 -4.60457572936085 -3.45721338463879 -3.94555391982448 4.19570339197717 4.37138402225296 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 1
"45" -6.45852408062939 -9.52564549045807 13.3445907159915 16.4503126773094 20.3758430602525 -28.3166225562037 -36.1730747906383 33.2012657569346 -24.2422063098113 -12.9998726961641 8.06749629630247 4.4400256609211 3.69216418918534 4.70410061420623 3.87752903265826 -4.35274264379492 -4.65176827641094 -3.28779414243504 3.38818663413831 1.01513899810114 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 -1
"46" -3.5384442305552 -7.18559057725812 11.0363465687366 15.5317702322526 21.4341118708745 -30.7959463095238 -38.1288648281939 35.3282707804372 -23.2387281252122 -12.5213564836795 9.1228216692832 5.96003147359638 1.83004288812667 1.91711028460123 2.114468228765 -3.19023221739486 -3.94809761419619 -4.29199274691402 3.72398608979479 1.82255356465088 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 -1
"47" -5.55280314514021 -11.3886346974225 12.8282222490388 18.2628198882989 21.7682131028744 -33.4982162981895 -43.4311193304162 38.3260592324713 -28.4517019364358 -16.4914223151687 10.6827458236732 5.41522936430804 3.80161151080657 2.2111043155744 3.54119997147496 -2.90697364854157 -2.83312238474263 -1.4525091459002 3.12388931573236 -1.42955491536467 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 1 1 -1
"48" -4.77668154872032 -8.85970191536715 11.1846408304864 14.7829168503727 18.4105801359442 -24.40950729534 -28.8322564056373 25.2726107578715 -19.1006649593079 -9.48223511442618 6.71640533161889 4.43171893224488 3.6769910950209 2.03942880547669 3.0567259986977 -3.31117984024187 -5.33137207149863 -4.28602572593427 3.81379428825674 2.8977861007338 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 1
"49" -4.31461306133573 -10.4530834397059 12.8186220733738 18.5931489969081 22.1471072241313 -35.1787369669625 -41.9506719749844 37.2906695448856 -26.9330783558949 -13.7733160885117 9.3743775994653 5.78470595035813 5.12512143653943 6.14682830672588 5.43618253878669 -3.96697772798762 -3.5995056742853 -3.04216362432555 1.76234176579803 1.02265093059126 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 -1
"50" -6.24877519741803 -11.4271601091677 14.8315300604741 18.4361377147142 23.4157847454913 -35.9340743642437 -44.1398790430614 40.6814356954782 -27.8553336467934 -13.4493750133779 8.29492377620094 4.57817302441882 2.5870926735516 2.06999297832194 4.41948823312461 -5.58848093216879 -2.99322211766964 -4.23541123052947 1.9860305302924 1.12128433158188 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 1
"51" -4.3808653284662 -8.89852907032033 11.8731102804873 14.0455666573943 17.9407027508744 -29.1306869081896 -37.487178153862 35.2646894420497 -25.240402852911 -15.4347913696686 8.71457653927733 5.59922709085205 2.19366381187143 0.57798927948202 0.126534326197826 1.48563317239208 1.43452002758775 0.401308815270752 -0.89977661003356 -0.640418014637278 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 -1 1
"52" -5.51933324113343 -8.95116566003289 11.6636697546841 18.228736174285 24.0224194402183 -33.811777915464 -41.6674368715682 38.1234227080093 -26.9607418914953 -16.8193741152005 12.4586950254241 6.03251417474896 6.52649693095288 4.98484794800936 5.75342224738123 -3.76180528407075 -4.25437263597639 -1.8662676478963 0.795070902872004 1.22733240988105 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 -1
"53" -5.02077913738756 -8.18728595923144 9.15101632297485 13.2821262278554 16.7136777961419 -27.9112412819535 -35.708559519647 34.6411599253106 -22.826760769618 -14.2049923450208 10.4593544385439 5.38434524202652 0.547491048876703 -1.41932704983923 -3.79163599249208 1.69759818348085 1.74015031955084 1.47101149057554 -1.46965783729747 -0.455448422342289 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 -1 1 -1 1
"54" -4.72243564770231 -9.22026980833418 12.4583876795689 17.7909115923393 23.7564346833792 -32.2599261741211 -39.3041308012047 36.4755078171764 -25.9228132081848 -14.5562717156589 8.427745867401 5.45271381926474 3.86477032338888 3.62874443017871 2.72356084678061 -3.24393867458318 -3.90446526571586 -4.10730625798658 4.55101390106771 1.70714079554832 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1
"55" -5.23024317412712 -9.45177388689628 11.4227840562042 15.0179177768547 19.1895499534738 -28.9689960187674 -37.8458691301344 36.0852082467844 -28.3941588390488 -15.094892938336 9.87558495415644 6.93962831979252 5.32994488400967 3.75672235515481 6.35848321311688 -6.14879214885271 -4.41908824060051 -3.96786802346928 1.22289365861515 -0.405906520554655 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 1
"56" -6.68159943182013 -10.0731025142264 11.2348695111591 16.1566810306199 19.7881948201787 -26.0209318284735 -32.3742588167631 32.2638220938899 -22.7746899253761 -14.0391777369875 9.77820444258243 8.15806692532402 4.17707825445288 4.77865246908311 5.37609396737183 -6.09182587815474 -5.08848422297819 -4.70618843726959 5.09437031103893 2.39208504864999 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1
"57" -4.85198565175337 -11.2655390329572 15.0018868769996 14.3334876985195 18.8509439094581 -30.9845478903082 -37.14322439819 32.3081886634518 -23.5409704544105 -13.9184256832921 9.7971768369715 4.75906348848276 4.15542342968558 2.34780197355866 4.3245338229432 -4.57023025447259 -7.41647178622843 -6.68942164330433 4.76091779620204 2.85384536941674 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 -1
"58" -5.1327583098141 -8.56853689291663 13.9558829186556 17.3712380923106 20.3963730634979 -30.8289030796493 -39.6879809797814 35.2070494884618 -24.0502314233839 -14.5923228821676 11.7545743419203 7.25567635715458 4.96067121635851 4.98695847853114 2.25052135828788 -2.71617002413151 -2.76842367796594 -3.39464029621562 2.75854549390398 2.86326896336586 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 1
"59" -6.00396976524145 -9.3372010326694 13.1361536772245 17.893295177367 21.3574906508625 -30.9065061985692 -37.3127274937893 34.5677984422541 -24.5196352364173 -13.8373142637627 7.88499233763499 5.65719078061419 2.22054962737505 2.98364406002781 2.73442984717348 -3.10537777125293 -2.26667102826292 -3.03261969418229 1.53290134251877 1.58759004772133 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1
"60" -5.81754473022152 -10.7090843904691 15.4749482080783 19.4529720624949 22.0397499149331 -34.7420330567223 -39.8141393620221 35.1733295871338 -26.9827904421001 -16.2936492244603 12.359227288662 6.64764624313007 5.69935743466041 4.99182471324633 5.26612906001552 -3.36290918556757 -3.35998296277635 -2.07637406266566 0.780384244376829 2.37124755369443 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 1
"61" -7.02522685469376 -10.0088920887982 12.5445022194291 17.7460485252574 20.7618584847686 -31.5764959129231 -39.4101002380187 34.7254380663662 -24.3383529532729 -14.5623920220331 7.56002482879815 3.85549630565529 2.73249471933092 4.66874937956031 3.27402563983675 -5.65534130304618 -6.34206486750256 -7.67212210661772 7.40172451514664 2.03544177477957 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 1 1
"62" -3.75389711261389 -6.22093865282217 10.4034209993912 16.5008684089138 21.5726365282639 -30.8957930418224 -37.7983905955054 36.4971073234069 -26.4896285247838 -17.050687606475 11.8174761111873 8.19383275774108 4.42444672875699 5.08752784212352 5.56315009234223 -5.43087079750366 -3.5466095021849 -2.90789248464774 2.65222958503908 2.01066530239206 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 -1 -1 1
"63" -4.61381222546244 -9.33534759559342 11.9670042642209 13.4625905804196 17.0312929653209 -26.6392227863798 -32.516254062787 29.5998094214366 -22.5565671627178 -11.7023360019693 8.36290929790993 5.3857658991823 4.54677049273195 4.75162184772048 5.22129526826242 -5.71981360553534 -6.15586388657532 -2.48162467195692 1.31570352450169 0.168824480803601 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 1 1 1
